Clause,Section Title,Category,Classification,Explanation
"Der Dienstnehmer wird für folgende Tätigkeiten als Angestellter aufgenommen: Innovation Manager.
Er ist verpflichtet, alle mit diesen Tätigkeiten verbundenen Arbeitsleistungen zu verrichten. Der Dienstgeber darf dem Dienstnehmer eine andere Verwendung zuweisen. Der Dienstnehmer ist damit einverstanden,
vorübergehend auch geringerwertige Tätigkeiten auszuüben. Der Dienstnehmer beachtet alle betrieblichen Ordnungs- und Sicherheitsvorschriften und verpflichtet sich ausdrücklich, alle mit der vorgesehenen Verwendung verbundenen Tätigkeiten weisungsgemäß durchzuführen. Er hat die behördlichen Vorschriften strikt einzuhalten, den Dienstgeber über Amtshandlungen zu informieren und Betriebsgebrechen zu melden. Das Antreten des Dienstes am Arbeitsplatz in alkoholisiertem oder sonst berauschtem Zustand ist verboten.",4. Vorgesehene Verwendung,Leistungen,0,
"Der gewöhnliche Dienstort ist Köln. Die Einarbeitungsphase erfolgt voraussichtlich in Wien. Die Firma behält sich vor, dem Arbeitnehmer innerhalb des Unternehmens eine andere, seiner Vorbildung und seinen Fähigkeiten entsprechende gleichwertige Tätigkeit zu übertragen. Der Vorbehalt erstreckt sich auch auf eine Beschäftigung in einem anderen Betrieb, an einem anderen Ort oder bei einer Tochtergesellschaft der Firma. Soweit nicht dringende betriebliche Gründe entgegenstehen, wird die Firma hierbei eine Ankündigungsfrist beachten, die der vertraglichen Kündigungsfrist des Arbeitnehmers entspricht. Die Interessen des Arbeitnehmers sind im Rahmen billigen Ermessens angemessen zu berücksichtigen. Eine Anpassung der Vergütung ist nur bei der Übertragung einer höherwertigen Tätigkeit vorzunehmen.",5. Dienstort,Sonstiges,0,
"Die regelmäßige wöchentliche Normalarbeitszeit beträgt ohne Ruhepausen 40 Stunden. Die Arbeitszeit verteilt sich grundsätzlich auf die Wochentage Montag bis Freitag. Ihre Lage richtet sich nach der betrieblichen Einteilung. Die Firma behält sich vor, Verteilung und Lage der Arbeitszeit nach billigem Ermessen näher zu bestimmen und auch nachträglich abweichend zu regeln.",6. Arbeitszeit,Leistungen,0.5,einseitige Änderung der Arebitstage nicht zulässig
" Der Arbeitnehmer ist verpflichtet, auf Anordnung der Firma Mehrarbeits- und Überstunden zu leisten.",6. Arbeitszeit,Überstunden,0.5,Einseitige Anordnung von Überstunden ohne Grund sind unzulässig
"Der Arbeitnehmer verpflichtet sich, bei entsprechendem betrieblichem Bedarf in gesetzlich zulässigem Umfang auch Nacht-, Schicht-, Samstags-, Sonn- und Feiertagsarbeit sowie Arbeitsbereitschaft und Rufbereitschaft zu leisten. Nach § 17 des Mindestlohngesetzes (MiLoG) bestehen etwaig hinsichtlich der Arbeitszeit des Arbeitnehmers Aufzeichnungspflichten. Der Arbeitnehmer sagt insoweit seine Mitwirkung in dem für die Aufzeichnung erforderlichen Umfang zu. Insbesondere wird der Arbeitnehmer dem Arbeitgeber im Fall von dessen Abwesenheit unverzüglich die notwendigen Angaben zur Dokumentation des Beginns und des Endes der täglichen Arbeitszeit sowie der ggf. gesetzlich vorgeschriebenen und gemachten Pausen schriftlich mitteilen.",6. Arbeitszeit,Leistungen,0,
"Der Arbeitgeber ist bei einem erheblichen, nicht vermeidbaren Arbeitsausfall, der auf wirtschaftlichen Gründen oder einem unabwendbaren Ereignis beruht, berechtigt, Kurzarbeit anzuordnen, sofern er die Kurzarbeit bei der Agentur für Arbeit, angezeigt hat und diese nach§ 99 Abs. 3 SGB III einen schriftlichen Bescheid darüber erteilt hat, dass aufgrund der vorgetragenen und glaubhaft gemachten Tatsachen ein erheblicher Arbeitsausfall vorliegt und die betrieblichen Voraussetzungen vorliegen„ Im Fall der Einführung von Kurzarbeit ist der Arbeitnehmer mit der vorübergehenden Verkürzung seiner in § 3 Abs. 1.1 geregelten individuellen Arbeitszeit sowie der dementsprechenden Reduzierung seines in § 4 Abs. 1.1 genannten Gehalts einverstanden, wenn die Voraussetzungen für die Gewährung von Kurzarbeitergeld erfüllt sind, insbesondere der Arbeitsausfall der Agentur für Arbeit angezeigt wurde (§§ 95 ff. SGB 111). Der Arbeitgeber hat dem Arbeitnehmer gegenüber eine Ankündigungsfrist von drei Wochen einzuhalten.",6. Arbeitszeit,Durchführung,0,
"Die monatliche Bruttovergütung beträgt EUR 3.978,00",7. Einstufung und Entlohnung,Vergütung,0,Stundenlohn > Mindestlohn; Lohn nach TV
"Die Vergütung wird zwölf Mal jährlich jeweils am Letzten eines Monats fällig. Überstunden werden nicht gesondert vergütet sondern sind mit dem Gehalt abgegolten, soweit sie einen Umfang von 25 Stunden pro Kalendermonat nicht überschreiten. Darüber hinausgehende Überstunden sollen vom Arbeitnehmer ausgleichend genommen werden. Hinzu kommen jährliche steuerfreie Benetits von: Das gesamte Entgelt wird auf folgendes Konto überwiesen.",7. Einstufung und Entlohnung,Vergütung,0.5,"pauschale Abgeltung von Überstunden kann im Einzelfall unzulässig sein. Hier aber ok, weil unter 20 % der Wochenarbeitszeit"
"Arbeitsverhinderungen infolge von Krankheit oder Unglücksfall hat der Dienstnehmer dem Dienstgeber bzw. seinem Vertreter ohne Verzug, d.h. grundsätzlich noch am Tag des Eintrittes der Verhinderung, telefonisch oder schriftlich zu melden. Anderenfalls verliert der Dienstnehmer für die Dauer der Säumnis den Anspruch auf das Entgelt.",8. Arbeitsverhinderungen,Krankheit,0,
"Jedenfalls ist der Dienstgeber berechtigt, für jede Erkrankung sofort eine Bestätigung der zuständigen Krankenkasse oder eines Amts- oder Gemeindearztes über Beginn, Ursache und voraussichtliche Dauer der Arbeitsunfähigkeit zu verlangen. Jedoch spätestens am Beginn des dritten Tages eines Krankenstandes muss eine solche Bestätigung für die voraussichtliche Dauer des Krankenstandes übermittelt werden. Kommt der Dienstnehmer dieser Aufforderung nicht nach, so verliert er für die Dauer der Säumnis den Anspruch auf das Entgelt.",8. Arbeitsverhinderungen,Krankheit,0.5,Ursache für Arbeitsunfähigkeit ist keine notwendige Information und ist dem AG nicht mitzuteilen
"Reisekosten oder sonstige Aufwendungen werden dem Dienstnehmer nur erstattet, wenn die Reise und die sonstigen Aufwendungen vom Dienstgeber genehmigt und veranlasst worden sind. Es gelten die gesetzlichen Bedingungen zur Erstattung von Reisekosten. Die Reisekosten sind dem Dienstgeber monatlich mitzuteilen und abzurechnen.",9. Reisen/Aufwendungen,Vergütung,0,
"Der ARBEITNEHMER wird für die Tätigkeit als Verkäufer sowie für die damit im Zusammenhang stehenden Arbeitsleistungen eingestellt. Der ARBEITGEBER ist berechtigt, dem ARBEITNEHMER jederzeit ein anderes seinen Fähigkeiten und Qualifikationen entsprechendes und zumindest gleichwertiges Aufgaben- und Verantwortungsgebiet zu übertragen und den ARBEITNEHMER innerhalb des Unternehmens zu versetzen, jeweils vorausgesetzt, dass dies nicht zu einer Einschränkung seiner Vergütung nach § 4 dieses Vertrages führt und die Interessen des ARBEITNEHMERS angemessen berücksichtigt werden. Der ARBEITGEBER übernimmt die Kosten einer örtlichen Versetzung nach den steuerrechtlichen Vorschriften. ",1.1 Tätigkeit und Beginn des Arbeitsverhältnisses,Leistungen,0,
Das Arbeitsverhältnis beginnt am 1. Oktober 2021. Es wird auf unbestimmte Zeit vereinbart. Die Beschäftigungsdauer seit (…) wird als Betriebszugehörigkeit angerechnet.,1.2 Tätigkeit und Beginn des Arbeitsverhältnisses,Durchführung,0,
"Arbeitsort ist Berlin, Deutschland. Der ARBEITGEBER ist berechtigt, den ARBEITNEHMER nach billigem Ermessen bei Bedarf auch an einem anderen Ort innerhalb Deutschlands zu beschäftigen.",1.3 Tätigkeit und Beginn des Arbeitsverhältnisses,Durchführung,0,
"Soweit die PARTEIEN nicht ausdrücklich etwas anderes vereinbart haben, verfallen alle Ansprüche aus dem Arbeitsverhältnis und solche, die mit dem Arbeitsverhältnis in Verbindung stehen, insbesondere Ansprüche auf Arbeitsleistung, Arbeitsentgelt, Urlaubsabgeltungsansprüche der Anspruch auf ein qualifiziertes Zeugnis etc., wenn sie nicht innerhalb von drei Monaten nach ihrer Fälligkeit schriftlich gegenüber der anderen Partei geltend gemacht werden. Lehnt diese Partei den Anspruch schriftlich ab oder erklärt sie sich nicht innerhalb von zwei Wochen nach der Geltendmachung des Anspruchs schriftlich, so verfällt der Anspruch, wenn er nicht innerhalb von drei Monaten nach dem Zugang der Ablehnung oder nach dem Ablauf der Zweiwochenfrist gerichtlich geltend gemacht wird. Ansprüche, die während eines Kündigungsrechtsstreits fällig werden und von seinem Ausgang abhängen, sind innerhalb von drei Monaten nach rechtskräftiger Beendigung des Rechtsstreits schriftlich geltend zu machen, andernfalls verfallen sie.","10.1 Ausschlussfrist, Verjährung",Verjährung,1,Hier nur noch Textform nötig für Geltendmachung
Die regelmäßige Verjährungsfrist für alle Ansprüche aus und im Zusammenhang mit diesem Vertrag beträgt ein Jahr.  ,"10.2 Ausschlussfrist, Verjährung",Verjährung,0,Ausschluss für Ansprüche mit gesetzlich geregelten Fristen und AGB-rechtswidriger Verkürzungen in 10.3 des Vertrages
"Die Vereinbarungen in den vorstehenden § 10 Abs. 1 und 2 dieses Vertrages gelten nicht für die Haftung aufgrund Vorsatz und grober Fahrlässigkeit, Schäden wegen der Verletzung des Lebens, des Körpers oder der Gesundheit oder für Ansprüche die kraft Gesetzes der Ausschlussfrist entzogen sind (z.B. AentG, MiLoG, BetrVG, TVG).","10.3 Ausschlussfrist, Verjährung",Verjährung,0,
"Der ARBEITNEHMER willigt darin ein, dass seine personenbezogenen Daten automatisiert gespeichert und verarbeitet werden. Der ARBEITNEHMER wird alle Änderungen in den Angaben zu seiner Person, soweit sie für das Arbeitsverhältnis von Bedeutung sind, unverzüglich dem ARBEITGEBER mitteilen.",11 Personenbezogene Daten,Durchführung,0,zur Durchführung des AV notwendig
"Sollte eine Bestimmung dieses Vertrages ganz oder teilweise unwirksam sein, oder ihre Rechtswirksamkeit später verlieren, so soll hierdurch die Gültigkeit der übrigen Bestimmungen nicht berührt werden. Anstelle der unwirksamen Bestimmung soll, soweit rechtlich zulässig, eine andere angemessene Regelung gelten, die wirtschaftlich dem am nächsten kommt, was die PARTEIEN gewollt haben und gewollt haben würden, wenn sie die Unwirksamkeit der Regelung bedacht hätten. Dies gilt entsprechend für Regelungslücken.",12.1 Allgemeine Bestimmungen,Sonstiges,1,Salvatorische Klausel
Änderungen oder Ergänzungen dieses Vertrages bedürfen der Schriftform. Mündliche Vereinbarungen über die Aufhebung der Schriftform sind nichtig.,12.2 Allgemeine Bestimmungen,Form,0.5,je nach Abschluss Arbeitsvertrag nur noch Textform nötig
Dieser Vertrag unterliegt deutschem Recht.,12.3 Allgemeine Bestimmungen,Sonstiges,0,
"Für Rechtsstreitigkeiten aus dem Arbeitsverhältnis, seiner Beendigung und Abwicklung ist das Arbeitsgericht Berlin zuständig.",12.4 Allgemeine Bestimmungen,Sonstiges,0,
Im Falle unterschiedlicher Auslegung der vorstehenden Texte in deutscher und in englischer Sprache ist die deutsche Fassung maßgeblich.               ,12.5 Allgemeine Bestimmungen,Sonstiges,0,
"Das Arbeitsverhältnis kann mit der Frist des § 622 BGB ordentlich gekündigt werden. Gesetzliche Verlängerungen der Kündigungsfristen gelten nicht nur für den ARBEITGEBER, sondern in gleicher Art und Weise auch für den ARBEITNEHMER. Unbeschadet hiervon bleibt das Recht zur fristlosen Kündigung aus gesetzlichem Grund. Eine fristlose Kündigung gilt im Falle ihrer Unwirksamkeit zugleich als fristgemäße Kündigung zum nächstmöglichen Termin.",2.1 Beendigung des Vertrags,Kündigung/Beendigung,0,
Die Kündigung bedarf der Schriftform.,2.2 Beendigung des Vertrags,Kündigung/Beendigung,0,
"Nach Zugang der Kündigung einer der beiden PARTEIEN ist der ARBEITGEBER berechtigt, den ARBEITNEHMER von der Erbringung der Arbeitsleistungen bei Fortzahlung des Gehalts freizustellen. Der ARBEITNEHMER ist verpflichtet, den ihm noch zustehenden Resturlaub in dieser Zeit zu nehmen.",2.3 Beendigung des Vertrags,Kündigung/Beendigung,0,
"Ohne dass es einer Kündigung bedarf, endet dieser Arbeitsvertrag mit Ablauf des Monats, in dem der ARBEITNEHMER erstmalig ein Anspruch auf Regelaltersrente zusteht.",2.4 Beendigung des Vertrags,Kündigung/Beendigung,0,
Die regelmäßige wöchentliche Arbeitszeit beträgt 20 Stunden ohne Pausen ausgehend von einer 5-Tage Woche. Beginn und Ende der täglichen Arbeitszeit richten sich nach der betrieblichen Einteilung.,3.1 Arbeitszeit,Leistungen,0,
"Der ARBEITNEHMER verpflichtet sich, soweit erforderlich und gesetzlich zulässig, auch über die wöchentliche Arbeitszeit hinaus Mehrarbeit, insbesondere auch an Samstagen, Sonn- und Feiertagen zu erbringen.",3.2 Arbeitszeit,Leistungen,0,
"Der ARBEITGEBER ist berechtigt, Kurzarbeit anzuordnen, wenn ein erheblicher Arbeitsausfall vorliegt, der auf wirtschaftlichen Gründen oder einem unabwendbaren Ereignis beruht, und der Arbeitsausfall der Agentur für Arbeit angezeigt ist (§§ 95 ff. SGB III). Für die Dauer der Kurzarbeit vermindert sich die unter § 4 dieses Vertrages geregelte Vergütung im Verhältnis zur angefallenen Arbeitszeit. Der ARBEITGEBER hat eine Ankündigungsfrist von einer Woche einzuhalten.",3.3 Arbeitszeit,Durchführung,0,
"Der ARBEITNEHMER erhält für die Erfüllung seiner Pflichten aus dem Arbeitsverhältnis einen Brutto-Stundenlohn von 14,00 € (in Worten: vierzehn Euro), zahlbar bargeldlos. Die Vergütung ist jeweils am letzten Tag eines Monats fällig.",4.1 Vergütung,Vergütung,0,Stundenlohn > Mindestlohn; Lohn nach TV
"Der ARBEITGEBER ist befugt, bei Bedarf und in einem dem ARBEITNEHMER zumutbaren Umfang Überstunden anzuordnen. Die Überstunden sind auf Weisung des ARBEITGEBERS entweder durch entsprechende Freizeit zu gewähren oder durch eine am Maßstab des Bruttoarbeitsentgelts ausgerichtete Überstundenvergütung auszugleichen.",4.2 Vergütung,Vergütung,0,
"Der ARBEITGEBER ist befugt, bei Bedarf und in einem dem ARBEITNEHMER zumutbaren Umfang Überstunden anzuordnen. Die Überstunden sind auf Weisung des ARBEITGEBERS entweder durch entsprechende Freizeit zu gewähren oder durch eine am Maßstab des Brutto-Stundenlohns ausgerichtete Überstundenvergütung auszugleichen.",4.2 Vergütung,Vergütung,0,
"Der ARBEITNEHMER ist verpflichtet, ein Konto zu unterhalten und dem ARBEITGEBER seine Kontodaten mitzuteilen.",4.3 Vergütung,Sonstiges,0,
"Der ARBEITNEHMER verpflichtet sich, jede Vergütungsabrechnung des ARBEITGEBERS auf ihre Stimmigkeit zu überprüfen. Unstimmigkeiten in der Gehaltsabrechnung oder bei dem überwiesenen Geldbetrag hat er dem ARBEITGEBER unverzüglich anzuzeigen. Die PARTEIEN vereinbaren, dass von der vertraglichen Ausschlussfrist Rückzahlungsansprüche wegen überzahltem Gehalt nicht erfasst werden.",4.4 Vergütung,Vergütung,0,
"Sollte sich der ARBEITGEBER entscheiden, dem ARBEITNEHMER Gratifikationen oder andere – nicht zuvor ARBEITGEBER vertraglich vereinbarte – Sonderleistungen zusätzlich zum laufenden Entgelt zu zahlen, so erfolgen solche Zahlungen stets freiwillig mit der Maßgabe, dass auch durch eine wiederholte Zahlung ein Rechtsanspruch des ARBEITNEHMERS, weder dem Grunde noch der Höhe nach, weder für die Vergangenheit noch für die Zukunft, begründet wird. Das gilt nicht für Sonderzahlungen, die auf einer individuellen Vertragsabrede (§ 305b BGB) mit dem ARBEITNEHMER beruhen.",4.5 Vergütung,Vergütung,0,
Der ARBEITNEHMER hat Anspruch auf Urlaub nach dem Bundesurlaubsgesetz (BUrlG). Aufgrund der Teilzeittätigkeit des ARBEITNEHMERS reduziert sich der Urlaubsanspruch entsprechend den reduzierten Arbeitstagen. Im Übrigen gelten die gesetzlichen Bestimmungen.,5.1 Urlaub,Urlaub,0,
Der Zeitpunkt des Urlaubs ist mit dem Vorgesetzten unter Berücksichtigung der Belange des ARBEITGEBERS abzustimmen.,5.2 Urlaub,Urlaub,0,
"Der Urlaub muss im laufenden Kalenderjahr genommen werden. Eine Übertragung des Urlaubs auf das nächste Kalenderjahr ist nur zulässig, wenn dringende betriebliche oder in der Person des ARBEITNEHMERS liegende Gründe dies rechtfertigen. Im Fall der Übertragung muss der Urlaub in den ersten drei Monaten des folgenden Kalenderjahres genommen werden. Danach verfällt der Urlaub. Abweichend davon gilt, dass ein übertragener Urlaub noch bis zum 31. März des zweiten Folgejahres fortbesteht, wenn und soweit der ARBEITNEHMER wegen andauernder Erkrankung den übertragenen Urlaub nicht rechtzeitig nehmen kann.",5.3 Urlaub,Urlaub,0,
Die Rechte und Pflichten der PARTEIEN im Falle einer Erkrankung des ARBEITNEHMERS richten sich nach den jeweils geltenden Bestimmungen des Entgeltfortzahlungsgesetzes (EFZG).,"6.1 Krankheit, Arbeitsunfähigkeit",Urlaub,0,
"Der ARBEITNEHMER hat in jedem Fall einer unvorhergesehenen Abwesenheit den ARBEITGEBER unverzüglich, spätestens bis 09:00 Uhr am ersten Tag der Abwesenheit, hierüber sowie über den Grund und die voraussichtliche Dauer seiner Abwesenheit zu informieren. Dabei hat der ARBEITNEHMER den ARBEITGEBER auf vordringlich zu erledigende Aufgaben hinzuweisen. Tritt die Arbeitsunfähigkeit während der Arbeitszeiten auf, so hat der ARBEITNEHMER den ARBEITGEBER unverzüglich darüber zu informieren.","6.2 Krankheit, Arbeitsunfähigkeit",Krankheit,0.5,Genauer Grund für Abwesenheit (Diagnose/Erkrankung) muss dem AG nicht mitgeteilt werden
"Der ARBEITGEBER ist berechtigt, die Zahlung der Vergütung im Sinne von § 4 dieses Vertrags zu verweigern, solange der ARBEITNEHMER seinen Anzeige- und Informationspflichten nach § 6.2 dieses Vertrags nicht nachkommt.","6.3 Krankheit, Arbeitsunfähigkeit ",Krankheit,0,
"Ist der ARBEITNEHMER infolge Krankheit länger als drei Kalendertage arbeitsunfähig, so hat er unabhängig von seiner Mitteilungspflicht nach § 6.2 dieses Vertrages spätestens an dem darauffolgenden Arbeitstag dem ARBEITGEBER eine ärztliche Bescheinigung über die Arbeitsunfähigkeit sowie deren voraussichtliche Dauer vorzulegen. Der ARBEITGEBER ist berechtigt, die Vorlage der ärztlichen Bescheinigung früher zu verlangen. Dauert die Arbeitsunfähigkeit länger als in der Bescheinigung angegeben, so ist der ARBEITNEHMER verpflichtet, eine neue ärztliche Bescheinigung vorzulegen und den ARBEITGEBER von der weiteren Arbeitsverhinderung unverzüglich zu unterrichten. Dies gilt auch, wenn die Arbeitsunfähigkeit über die Frist zur gesetzlichen Entgeltfortzahlung hinausgeht. Nach Wegfall der Arbeitsunfähigkeit hat der ARBEITNEHMER unverzüglich seine Arbeitstätigkeit wieder aufzunehmen.","6.4 Krankheit, Arbeitsunfähigkeit",Krankheit,0,
